BUTTON_PRESSED[1]	BUTTON_PRESS_TIME[1]	DISPLAY_ON_TIME[1]	RESPONSE_TIME[1]	RESPONSE_ACCURACY[1]	visual	pic_category	correct	sentence	sentence_type	block	button_expected
2	356879.00	353495.09	3383	correct	fig2_3d4_42px.png	3	0	"B jest wyższe niż A."	1	2	2
4	364843.00	363461.13	1381	correct	fig2_5d6_28px.png	1	1	"B jest niższe niż A."	2	2	4
0	-1	371110.67	-1	no_response	fig2_5d6_28px.png	1	0	"B jest wyższe niż A."	1	2	2
2	384854.00	382543.31	2310	correct	fig2_rev_5d6_42px.png	4	0	"B jest niższe niż A."	2	2	2
4	393359.00	391959.38	1399	correct	fig2_rev_5d6_42px.png	4	1	"B jest wyższe niż A."	1	2	4
4	401864.00	399692.24	2171	correct	fig2_7d8_42px.png	3	1	"B jest niższe niż A."	2	2	4
2	410084.00	408541.70	1542	correct	fig2_9d10_28px.png	1	0	"B jest wyższe niż A."	1	2	2
2	418543.00	417257.84	1285	correct	fig2_1d2_28px.png	1	0	"B jest wyższe niż A."	1	2	2
4	428989.00	425290.67	3698	correct	fig2_3d4_42px.png	3	1	"B jest niższe niż A."	2	2	4
4	436604.00	434873.41	1730	correct	fig2_rev_7d8_28px.png	2	1	"B jest wyższe niż A."	1	2	4
2	442677.00	441672.99	1004	correct	fig2_rev_3d4_28px.png	2	0	"B jest niższe niż A."	2	2	2
2	452852.00	449722.50	3129	correct	fig2_7d8_42px.png	3	0	"B jest wyższe niż A."	1	2	2
4	460698.00	459655.22	1042	correct	fig2_rev_9d10_42px.png	4	1	"B jest wyższe niż A."	1	2	4
4	468090.00	466938.11	1151	correct	fig2_rev_1d2_42px.png	4	1	"B jest wyższe niż A."	1	2	4
2	474829.00	472921.10	1907	correct	fig2_rev_7d8_28px.png	2	0	"B jest niższe niż A."	2	2	2
2	481997.00	480287.30	1709	correct	fig2_rev_9d10_42px.png	4	0	"B jest niższe niż A."	2	2	2
4	487718.00	486586.90	1131	correct	fig2_9d10_28px.png	1	1	"B jest niższe niż A."	2	2	4
2	494127.00	492569.88	1557	correct	fig2_rev_1d2_42px.png	4	0	"B jest niższe niż A."	2	2	2
4	500012.00	498969.49	1042	correct	fig2_1d2_28px.png	1	1	"B jest niższe niż A."	2	2	4
4	507475.00	504635.80	2839	correct	fig2_rev_3d4_28px.png	2	1	"B jest wyższe niż A."	1	2	4
2	556549.00	555299.37	1249	correct	fig2_rev_7d8_28px.png	2	0	"B < A"	2	4	2
2	565905.00	563265.53	2639	correct	fig2_rev_1d2_42px.png	4	0	"B < A"	2	4	2
4	574328.00	572998.26	1329	correct	fig2_5d6_28px.png	1	1	"B < A"	2	4	4
2	581856.00	580714.46	1141	correct	fig2_7d8_42px.png	3	0	"B > A"	1	4	2
4	590406.00	589213.93	1192	correct	fig2_9d10_28px.png	1	1	"B < A"	2	4	4
2	599966.00	598696.67	1269	correct	fig2_1d2_28px.png	1	0	"B > A"	1	4	2
2	605952.00	604729.65	1222	correct	fig2_9d10_28px.png	1	0	"B > A"	1	4	2
4	613756.00	612095.86	1660	correct	fig2_3d4_42px.png	3	1	"B < A"	2	4	4
