BUTTON_PRESSED[1]	BUTTON_PRESS_TIME[1]	DISPLAY_ON_TIME[1]	RESPONSE_TIME[1]	RESPONSE_ACCURACY[1]	visual	pic_category	correct	sentence	sentence_type	block	button_expected
2	456633.00	453923.12	2709	correct	fig2_rev_7d8_28px.png	2	0	"B < A"	2	4	2
4	465659.00	463639.23	2019	correct	fig2_3d4_42px.png	3	1	"B < A"	2	4	4
4	473634.00	471922.12	1711	correct	fig2_rev_7d8_28px.png	2	1	"B > A"	1	4	4
2	483830.00	479321.71	4508	correct	fig2_rev_9d10_42px.png	4	0	"B < A"	2	4	2
4	493355.00	489721.15	3633	correct	fig2_7d8_42px.png	3	1	"B < A"	2	4	4
4	501588.00	498870.65	2717	correct	fig2_1d2_28px.png	1	1	"B < A"	2	4	4
2	509411.00	507036.86	2374	correct	fig2_3d4_42px.png	3	0	"B > A"	1	4	2
4	517741.00	514753.11	2987	correct	fig2_rev_1d2_42px.png	4	1	"B > A"	1	4	4
2	526575.00	523269.29	3305	correct	fig2_7d8_42px.png	3	0	"B > A"	1	4	2
4	535182.00	532402.14	2779	correct	fig2_rev_5d6_42px.png	4	1	"B > A"	1	4	4
2	543239.00	540301.69	2937	correct	fig2_rev_1d2_42px.png	4	0	"B < A"	2	4	2
2	553150.00	548767.90	4382	correct	fig2_rev_3d4_28px.png	2	0	"B < A"	2	4	2
4	563225.00	558434.02	4790	correct	fig2_5d6_28px.png	1	1	"B < A"	2	4	4
2	572169.00	568850.13	3318	correct	fig2_rev_5d6_42px.png	4	0	"B < A"	2	4	2
4	579614.00	577499.65	2114	correct	fig2_rev_3d4_28px.png	2	1	"B > A"	1	4	4
2	587334.00	584565.94	2768	correct	fig2_1d2_28px.png	1	0	"B > A"	1	4	2
2	597072.00	593032.13	4039	correct	fig2_9d10_28px.png	1	0	"B > A"	1	4	2
4	605701.00	602331.62	3369	correct	fig2_rev_9d10_42px.png	4	1	"B > A"	1	4	4
2	615219.00	611697.78	3521	correct	fig2_5d6_28px.png	1	0	"B > A"	1	4	2
4	625405.00	620597.29	4807	correct	fig2_9d10_28px.png	1	1	"B < A"	2	4	4
2	704215.00	702426.13	1788	correct	fig2_rev_1d2_28px.png	2	0	"A > B"	1	3	2
4	712379.00	709492.41	2886	correct	fig2_rev_5d6_28px.png	2	1	"A < B"	2	3	4
2	722429.00	718275.25	4153	correct	fig2_9d10_42px.png	3	0	"A < B"	2	3	2
4	731103.00	728008.06	3094	correct	fig2_rev_7d8_42px.png	4	1	"A < B"	2	3	4
