BUTTON_PRESSED[1]	BUTTON_PRESS_TIME[1]	DISPLAY_ON_TIME[1]	RESPONSE_TIME[1]	RESPONSE_ACCURACY[1]	visual	pic_category	correct	sentence	sentence_type	block	button_expected
0	-1	311171.47	-1	no_response	fig2_rev_7d8_28px.png	2	1	"B jest wyższe niż A."	1	2	4
2	322947.00	321337.58	1609	correct	fig2_9d10_28px.png	1	0	"B jest wyższe niż A."	1	2	2
4	330039.00	329120.48	918	incorrect	fig2_rev_3d4_28px.png	2	0	"B jest niższe niż A."	2	2	2
4	340080.00	337970.00	2110	correct	fig2_5d6_28px.png	1	1	"B jest niższe niż A."	2	2	4
4	348283.00	346469.52	1813	correct	fig2_3d4_42px.png	3	1	"B jest niższe niż A."	2	2	4
2	358122.00	356019.01	2102	correct	fig2_rev_7d8_28px.png	2	0	"B jest niższe niż A."	2	2	2
4	366342.00	364935.18	1406	correct	fig2_rev_3d4_28px.png	2	1	"B jest wyższe niż A."	1	2	4
2	374417.00	373034.73	1382	correct	fig2_3d4_42px.png	3	0	"B jest wyższe niż A."	1	2	2
4	382739.00	380301.00	2437	correct	fig2_rev_9d10_42px.png	4	1	"B jest wyższe niż A."	1	2	4
2	390325.00	388667.21	1657	correct	fig2_5d6_28px.png	1	0	"B jest wyższe niż A."	1	2	2
2	400033.00	398333.35	1699	correct	fig2_rev_1d2_42px.png	4	0	"B jest niższe niż A."	2	2	2
4	408166.00	406999.54	1166	correct	fig2_rev_1d2_42px.png	4	1	"B jest wyższe niż A."	1	2	4
4	415873.00	414249.12	1623	correct	fig2_7d8_42px.png	3	1	"B jest niższe niż A."	2	2	4
2	423466.00	420648.79	2817	correct	fig2_rev_9d10_42px.png	4	0	"B jest niższe niż A."	2	2	2
2	431024.00	430114.93	909	correct	fig2_1d2_28px.png	1	0	"B jest wyższe niż A."	1	2	2
4	439607.00	437881.17	1725	correct	fig2_rev_5d6_42px.png	4	1	"B jest wyższe niż A."	1	2	4
4	446532.00	444464.13	2067	correct	fig2_9d10_28px.png	1	1	"B jest niższe niż A."	2	2	4
2	456407.00	453513.65	2893	correct	fig2_7d8_42px.png	3	0	"B jest wyższe niż A."	1	2	2
2	463963.00	461396.55	2566	correct	fig2_rev_5d6_42px.png	4	0	"B jest niższe niż A."	2	2	2
4	473054.00	471512.65	1541	correct	fig2_1d2_28px.png	1	1	"B jest niższe niż A."	2	2	4
4	524675.00	523493.12	1181	correct	fig2_rev_3d4_42px.png	4	1	"A jest niższe niż B."	2	1	4
2	531326.00	529826.12	1499	correct	fig2_rev_9d10_28px.png	2	0	"A jest wyższe niż B."	1	1	2
4	538893.00	536792.39	2100	correct	fig2_rev_7d8_42px.png	4	1	"A jest niższe niż B."	2	1	4
2	545675.00	544575.31	1099	correct	fig2_3d4_28px.png	1	0	"A jest niższe niż B."	2	1	2
4	553769.00	552508.21	1260	correct	fig2_7d8_28px.png	1	1	"A jest wyższe niż B."	1	1	4
2	560660.00	559441.16	1218	correct	fig2_7d8_28px.png	1	0	"A jest niższe niż B."	2	1	2
2	567707.00	565440.83	2266	correct	fig2_rev_7d8_42px.png	4	0	"A jest wyższe niż B."	1	1	2
4	577099.00	576223.57	875	correct	fig2_rev_1d2_28px.png	2	1	"A jest niższe niż B."	2	1	4
0	-1	582339.89	-1	no_response	fig2_rev_9d10_28px.png	2	1	"A jest niższe niż B."	2	1	4
2	593065.00	591872.70	1192	correct	fig2_9d10_42px.png	3	0	"A jest niższe niż B."	2	1	2
