BUTTON_PRESSED[1]	BUTTON_PRESS_TIME[1]	DISPLAY_ON_TIME[1]	RESPONSE_TIME[1]	RESPONSE_ACCURACY[1]	visual	pic_category	correct	sentence	sentence_type	block	button_expected
2	282170.00	281005.62	1164	incorrect	fig2_7d8_42px.png	3	1	"B jest niższe niż A."	2	2	4
2	289122.00	287838.56	1283	correct	fig2_rev_5d6_42px.png	4	0	"B jest niższe niż A."	2	2	2
4	295854.00	294871.48	982	correct	fig2_rev_3d4_28px.png	2	1	"B jest wyższe niż A."	1	2	4
2	302510.00	300954.44	1555	correct	fig2_7d8_42px.png	3	0	"B jest wyższe niż A."	1	2	2
4	309756.00	308404.01	1351	correct	fig2_9d10_28px.png	1	1	"B jest niższe niż A."	2	2	4
2	315441.00	314337.01	1103	correct	fig2_rev_3d4_28px.png	2	0	"B jest niższe niż A."	2	2	2
2	321224.00	319836.70	1387	correct	fig2_rev_1d2_42px.png	4	0	"B jest niższe niż A."	2	2	2
4	327336.00	325986.33	1349	correct	fig2_5d6_28px.png	1	1	"B jest niższe niż A."	2	2	4
4	333589.00	332469.29	1119	correct	fig2_rev_7d8_28px.png	2	1	"B jest wyższe niż A."	1	2	4
2	340028.00	339118.89	909	correct	fig2_1d2_28px.png	1	0	"B jest wyższe niż A."	1	2	2
2	346334.00	345285.19	1048	incorrect	fig2_1d2_28px.png	1	1	"B jest niższe niż A."	2	2	4
2	352857.00	351734.84	1122	correct	fig2_rev_7d8_28px.png	2	0	"B jest niższe niż A."	2	2	2
4	358147.00	357384.50	762	correct	fig2_rev_5d6_42px.png	4	1	"B jest wyższe niż A."	1	2	4
2	366067.00	365034.04	1032	incorrect	fig2_3d4_42px.png	3	1	"B jest niższe niż A."	2	2	4
2	372922.00	371883.66	1038	correct	fig2_5d6_28px.png	1	0	"B jest wyższe niż A."	1	2	2
2	379622.00	377616.65	2005	correct	fig2_rev_9d10_42px.png	4	0	"B jest niższe niż A."	2	2	2
4	385949.00	384866.23	1082	correct	fig2_rev_9d10_42px.png	4	1	"B jest wyższe niż A."	1	2	4
4	392664.00	391899.15	764	correct	fig2_rev_1d2_42px.png	4	1	"B jest wyższe niż A."	1	2	4
2	397980.00	397082.19	897	correct	fig2_3d4_42px.png	3	0	"B jest wyższe niż A."	1	2	2
2	403498.00	402715.19	782	correct	fig2_9d10_28px.png	1	0	"B jest wyższe niż A."	1	2	2
2	450312.00	449295.82	1016	correct	fig2_1d2_42px.png	3	0	"A jest niższe niż B."	2	1	2
4	455678.00	454712.16	965	correct	fig2_5d6_42px.png	3	1	"A jest wyższe niż B."	1	1	4
4	461276.00	460378.50	897	correct	fig2_3d4_28px.png	1	1	"A jest wyższe niż B."	1	1	4
2	466410.00	465611.53	798	correct	fig2_3d4_28px.png	1	0	"A jest niższe niż B."	2	1	2
2	471892.00	470694.58	1197	correct	fig2_5d6_42px.png	3	0	"A jest niższe niż B."	2	1	2
4	478254.00	477027.54	1226	correct	fig2_rev_1d2_28px.png	2	1	"A jest niższe niż B."	2	1	4
4	483422.00	482527.21	894	correct	fig2_rev_5d6_28px.png	2	1	"A jest niższe niż B."	2	1	4
2	488923.00	488126.90	796	correct	fig2_rev_5d6_28px.png	2	0	"A jest wyższe niż B."	1	1	2
2	494171.00	493359.91	811	correct	fig2_rev_9d10_28px.png	2	0	"A jest wyższe niż B."	1	1	2
4	499630.00	498476.29	1153	correct	fig2_rev_9d10_28px.png	2	1	"A jest niższe niż B."	2	1	4
4	504425.00	503709.32	715	correct	fig2_rev_3d4_42px.png	4	1	"A jest niższe niż B."	2	1	4
2	509179.00	508492.37	686	correct	fig2_rev_3d4_42px.png	4	0	"A jest wyższe niż B."	1	1	2
4	514262.00	513492.07	769	correct	fig2_rev_7d8_42px.png	4	1	"A jest niższe niż B."	2	1	4
4	518853.00	518075.14	777	correct	fig2_1d2_42px.png	3	1	"A jest wyższe niż B."	1	1	4
2	523938.00	522808.20	1129	correct	fig2_9d10_42px.png	3	0	"A jest niższe niż B."	2	1	2
2	528910.00	528124.57	785	correct	fig2_rev_7d8_42px.png	4	0	"A jest wyższe niż B."	1	1	2
4	533741.00	532957.61	783	correct	fig2_7d8_28px.png	1	1	"A jest wyższe niż B."	1	1	4
2	538731.00	537724.01	1006	correct	fig2_7d8_28px.png	1	0	"A jest niższe niż B."	2	1	2
2	543834.00	542990.35	843	correct	fig2_rev_1d2_28px.png	2	0	"A jest wyższe niż B."	1	1	2
4	549782.00	548273.39	1508	correct	fig2_9d10_42px.png	3	1	"A jest wyższe niż B."	1	1	4
2	593550.00	592287.48	1262	correct	fig2_9d10_28px.png	1	0	"B > A"	1	4	2
4	598951.00	598087.16	863	correct	fig2_5d6_28px.png	1	1	"B < A"	2	4	4
4	604394.00	603420.17	973	correct	fig2_rev_9d10_42px.png	4	1	"B > A"	1	4	4
2	610335.00	608869.85	1465	correct	fig2_rev_5d6_42px.png	4	0	"B < A"	2	4	2
2	616478.00	614986.17	1491	correct	fig2_rev_7d8_28px.png	2	0	"B < A"	2	4	2
4	621680.00	620769.18	910	correct	fig2_rev_7d8_28px.png	2	1	"B > A"	1	4	4
2	626523.00	625752.23	770	incorrect	fig2_3d4_42px.png	3	1	"B < A"	2	4	4
2	632602.00	631235.24	1366	correct	fig2_rev_1d2_42px.png	4	0	"B < A"	2	4	2
