BUTTON_PRESSED[1]	BUTTON_PRESS_TIME[1]	DISPLAY_ON_TIME[1]	RESPONSE_TIME[1]	RESPONSE_ACCURACY[1]	visual	pic_category	correct	sentence	sentence_type	block	button_expected
2	502599.00	500840.50	1758	correct	fig2_5d6_42px.png	3	0	"A < B"	2	3	2
2	510056.00	507256.77	2799	correct	fig2_rev_9d10_28px.png	2	0	"A > B"	1	3	2
4	515497.00	514506.32	990	correct	fig2_rev_3d4_42px.png	4	1	"A < B"	2	3	4
2	520885.00	520039.31	845	correct	fig2_rev_1d2_28px.png	2	0	"A > B"	1	3	2
4	526910.00	525522.32	1387	correct	fig2_3d4_28px.png	1	1	"A > B"	1	3	4
2	533025.00	531588.59	1436	correct	fig2_3d4_28px.png	1	0	"A < B"	2	3	2
4	539533.00	537421.59	2111	correct	fig2_rev_9d10_28px.png	2	1	"A < B"	2	3	4
4	544616.00	543587.88	1028	correct	fig2_9d10_42px.png	3	1	"A > B"	1	3	4
2	551405.00	550270.81	1134	correct	fig2_rev_5d6_28px.png	2	0	"A > B"	1	3	2
2	557051.00	555670.47	1380	correct	fig2_9d10_42px.png	3	0	"A < B"	2	3	2
4	562401.00	561336.79	1064	correct	fig2_1d2_42px.png	3	1	"A > B"	1	3	4
4	567577.00	566453.12	1123	correct	fig2_7d8_28px.png	1	1	"A > B"	1	3	4
2	572609.00	571686.15	922	correct	fig2_rev_7d8_42px.png	4	0	"A > B"	1	3	2
2	577704.00	576819.17	884	incorrect	fig2_rev_5d6_28px.png	2	1	"A < B"	2	3	4
4	584345.00	583402.08	942	correct	fig2_5d6_42px.png	3	1	"A > B"	1	3	4
2	591008.00	588435.12	2572	correct	fig2_1d2_42px.png	3	0	"A < B"	2	3	2
4	597864.00	596584.62	1279	correct	fig2_rev_1d2_28px.png	2	1	"A < B"	2	3	4
4	604567.00	603434.21	1132	correct	fig2_rev_7d8_42px.png	4	1	"A < B"	2	3	4
2	610020.00	608950.53	1069	correct	fig2_rev_3d4_42px.png	4	0	"A > B"	1	3	2
2	616203.00	614283.54	1919	correct	fig2_7d8_28px.png	1	0	"A < B"	2	3	2
2	653047.00	652114.54	932	correct	fig2_3d4_42px.png	3	0	"B > A"	1	4	2
4	658853.00	657230.90	1622	correct	fig2_rev_7d8_28px.png	2	1	"B > A"	1	4	4
4	663922.00	662647.22	1274	correct	fig2_7d8_42px.png	3	1	"B < A"	2	4	4
2	668751.00	667830.24	920	correct	fig2_5d6_28px.png	1	0	"B > A"	1	4	2
2	673759.00	672979.92	779	correct	fig2_rev_7d8_28px.png	2	0	"B < A"	2	4	2
4	678834.00	677696.31	1137	correct	fig2_rev_5d6_42px.png	4	1	"B > A"	1	4	4
4	683538.00	682629.35	908	correct	fig2_1d2_28px.png	1	1	"B < A"	2	4	4
2	689252.00	687612.38	1639	correct	fig2_7d8_42px.png	3	0	"B > A"	1	4	2
2	694499.00	693812.00	687	correct	fig2_9d10_28px.png	1	0	"B > A"	1	4	2
4	699564.00	698728.36	835	correct	fig2_rev_1d2_42px.png	4	1	"B > A"	1	4	4
4	704228.00	703244.75	983	correct	fig2_5d6_28px.png	1	1	"B < A"	2	4	4
2	709181.00	708277.76	903	correct	fig2_rev_1d2_42px.png	4	0	"B < A"	2	4	2
2	714185.00	713260.80	924	correct	fig2_1d2_28px.png	1	0	"B > A"	1	4	2
4	719460.00	718027.16	1432	correct	fig2_rev_3d4_28px.png	2	1	"B > A"	1	4	4
4	723988.00	723310.17	677	correct	fig2_3d4_42px.png	3	1	"B < A"	2	4	4
2	728418.00	727743.25	674	correct	fig2_rev_3d4_28px.png	2	0	"B < A"	2	4	2
4	733283.00	732259.61	1023	correct	fig2_rev_9d10_42px.png	4	1	"B > A"	1	4	4
2	738008.00	737109.33	898	correct	fig2_rev_9d10_42px.png	4	0	"B < A"	2	4	2
4	743240.00	741992.36	1247	correct	fig2_9d10_28px.png	1	1	"B < A"	2	4	4
2	747979.00	747208.71	770	correct	fig2_rev_5d6_42px.png	4	0	"B < A"	2	4	2
2	787309.00	786256.31	1052	correct	fig2_rev_3d4_42px.png	4	0	"A jest wyższe niż B."	1	1	2
2	793205.00	791805.97	1399	correct	fig2_rev_5d6_28px.png	2	0	"A jest wyższe niż B."	1	1	2
4	798381.00	797538.95	842	correct	fig2_1d2_42px.png	3	1	"A jest wyższe niż B."	1	1	4
2	803573.00	802605.30	967	correct	fig2_3d4_28px.png	1	0	"A jest niższe niż B."	2	1	2
4	808708.00	807671.66	1036	correct	fig2_7d8_28px.png	1	1	"A jest wyższe niż B."	1	1	4
4	815781.00	812671.35	3109	correct	fig2_rev_3d4_42px.png	4	1	"A jest niższe niż B."	2	1	4
2	821067.00	820354.23	712	correct	fig2_7d8_28px.png	1	0	"A jest niższe niż B."	2	1	2
2	826076.00	824870.60	1205	correct	fig2_rev_7d8_42px.png	4	0	"A jest wyższe niż B."	1	1	2
