BUTTON_PRESSED	BUTTON_PRESS_TIME	DISPLAY_ON_TIME	RESPONSE_TIME	RESPONSE_ACCURACY	correct	correctbutton	pic	particle
0	-1	302185.38	-1	no_response	no	2	practice_5.png	practice
4	326900.00	322317.73	4582	correct	yes	4	practice_2.png	practice
4	335418.00	332900.56	2517	correct	yes	4	practice_3.png	practice
4	346196.00	343533.39	2662	correct	yes	4	practice_1.png	practice
2	357310.00	353549.58	3760	correct	no	2	practice_4.png	practice
2	368921.00	365698.99	3222	correct	no	2	practice_6.png	practice
2	422096.00	418363.12	3732	correct	no	2	2_filler-no_Trgt-5_eat.png	filler
2	433681.00	429929.23	3751	correct	no	2	3_filler-no_Trgt-3_break.png	filler
2	446155.00	442645.28	3509	correct	no	2	2_most-no-sfof_trgt5_eat.png	most
4	459230.00	454761.38	4468	correct	yes	4	8_filler-yes_Trgt-6_collect.png	filler
4	472159.00	468244.04	3914	correct	yes	4	"21_filler-yes_Trgt-4_throw away.png"	filler
4	485688.00	480343.47	5344	correct	yes	4	23_most-yes-stot_trgt4_steal.png	most
2	498509.00	492242.89	6266	correct	no	2	5_subj-nichtnur-no_trgt3_buy.png	only
4	510176.00	506008.90	4167	correct	yes	4	5_filler-yes_Trgt-6_buy.png	filler
2	519916.00	516675.05	3240	correct	no	2	7_filler-no_Trgt-3_collect.png	filler
2	530744.00	526824.56	3919	incorrect	yes	4	9_most-yes-stot_trgt6_find.png	only
2	545582.00	541490.54	4091	correct	no	2	13_subj-nichtnur-no_trgt5_bring.png	only
4	557718.00	553673.28	4044	correct	yes	4	16_filler-yes_Trgt-5_paint.png	filler
4	572389.00	566722.65	5666	correct	yes	4	3_filler-yes_Trgt-3_break.png	filler
2	585249.00	579938.67	5310	correct	no	2	12_obj-nichtnur-no_trgt3_catch.png	only
4	599108.00	592338.07	6769	incorrect	no	2	13_filler-no_Trgt-5_bring.png	filler
4	615544.00	609253.92	6290	incorrect	no	2	8_filler-no_Trgt-6_collect.png	filler
2	628429.00	624769.86	3659	correct	no	2	6_most-no-sfof_trgt4_buy.png	most
4	641807.00	638852.50	2954	correct	yes	4	5_most-yes-stot_trgt3_buy.png	only
2	652946.00	648918.70	4027	correct	no	2	5_filler-no_Trgt-6_buy.png	filler
2	664241.00	659984.82	4256	correct	no	2	19_most-no-sfof_trgt5_win.png	most
2	674660.00	670734.31	3925	correct	no	2	1_filler-no_Trgt-3_eat.png	filler
4	687726.00	681550.44	6175	correct	yes	4	23_filler-yes_Trgt-5_steal.png	filler
2	701636.00	697466.36	4169	correct	no	2	17_subj-nichtnur-no_trgt3_take.png	only
2	715421.00	710882.38	4538	incorrect	yes	4	18_most-yes-sfot_trgt3_take.png	most
4	800849.00	797211.54	3637	correct	yes	4	15_filler-yes_Trgt-6_paint.png	filler
2	810534.00	807327.74	3206	correct	no	2	12_filler-no_Trgt-6_catch.png	filler
2	822714.00	818660.51	4053	correct	no	2	4_obj-nichtnur-no_trgt4_break.png	only
2	833334.00	828860.02	4473	correct	no	2	3_most-no-sfof_trgt3_break.png	most
4	844780.00	841476.08	3303	correct	yes	4	6_filler-yes_Trgt-4_buy.png	filler
4	852981.00	850175.67	2805	correct	yes	4	20_filler-yes_Trgt-3_win.png	filler
2	863626.00	859091.92	4534	correct	no	2	24_obj-nichtnur-no_trgt4_steal.png	only
4	873811.00	869958.05	3852	correct	yes	4	4_most-yes-sfot_trgt4_break.png	only
4	884168.00	880090.91	4077	correct	yes	4	4_filler-yes_Trgt-4_break.png	filler
