BUTTON_PRESSED	BUTTON_PRESS_TIME	DISPLAY_ON_TIME	RESPONSE_TIME	RESPONSE_ACCURACY	correct	correctbutton	pic	particle
2	285914.00	282185.48	3728	correct	no	2	practice_6.png	practice
4	295325.00	292285.00	3040	correct	yes	4	practice_1.png	practice
4	306270.00	302917.83	3352	incorrect	no	2	practice_5.png	practice
4	317822.00	314483.93	3338	correct	yes	4	practice_2.png	practice
2	329086.00	325250.10	3835	correct	no	2	practice_4.png	practice
4	339474.00	335499.59	3974	correct	yes	4	practice_3.png	practice
2	382023.00	379614.16	2408	correct	no	2	24_filler-no_Trgt-4_steal.png	filler
2	392425.00	388663.72	3761	correct	no	2	12_obj-nichtnur-no_trgt3_catch.png	only
2	401831.00	398896.56	2934	correct	no	2	16_filler-no_Trgt-5_paint.png	filler
4	410957.00	407779.48	3177	correct	yes	4	16_filler-yes_Trgt-5_paint.png	filler
2	418698.00	416379.05	2318	correct	no	2	24_obj-nichtnur-no_trgt4_steal.png	only
4	430269.00	426311.91	3957	correct	yes	4	20_most-yes-sfot_trgt6_win.png	only
4	438210.00	435311.49	2898	correct	yes	4	"22_filler-yes_Trgt-4_throw away.png"	filler
4	447205.00	443727.77	3477	correct	yes	4	12_filler-yes_Trgt-6_catch.png	filler
2	457621.00	454593.89	3027	correct	no	2	14_most-no-sfof_trgt5_bring.png	most
4	465188.00	462426.85	2761	correct	yes	4	"21_filler-yes_Trgt-4_throw away.png"	filler
4	476165.00	472293.06	3871	correct	yes	4	24_most-yes-sfot_trgt4_steal.png	only
4	484428.00	481625.94	2802	correct	yes	4	8_most-yes-sfot_trgt6_collect.png	only
2	494129.00	490158.86	3970	correct	no	2	13_filler-no_Trgt-5_bring.png	filler
2	502697.00	499575.07	3121	correct	no	2	5_filler-no_Trgt-6_buy.png	filler
4	510198.00	507574.70	2623	correct	yes	4	3_most-yes-stot_trgt3_break.png	most
4	519943.00	516474.27	3468	correct	yes	4	10_most-yes-sfot_trgt3_find.png	most
4	527844.00	525690.48	2153	correct	yes	4	20_filler-yes_Trgt-3_win.png	filler
4	535949.00	533473.45	2475	correct	yes	4	10_filler-yes_Trgt-3_find.png	filler
4	543873.00	541773.06	2099	correct	yes	4	9_most-yes-stot_trgt6_find.png	only
4	551252.00	549222.69	2029	correct	yes	4	13_most-yes-stot_trgt5_bring.png	only
2	559110.00	556255.69	2854	correct	no	2	14_filler-no_Trgt-3_bring.png	filler
