BUTTON_PRESSED	BUTTON_PRESS_TIME	DISPLAY_ON_TIME	RESPONSE_TIME	RESPONSE_ACCURACY	correct	correctbutton	pic	particle
4	418513.00	414268.91	4244	correct	yes	4	practice_3.png	practice
4	431410.00	425634.91	5775	correct	yes	4	practice_1.png	practice
4	442613.00	437417.57	5195	correct	yes	4	practice_2.png	practice
2	456875.00	448150.28	8724	correct	no	2	practice_4.png	practice
2	464705.00	462399.45	2305	correct	no	2	practice_6.png	practice
2	473963.00	470732.29	3230	correct	no	2	practice_5.png	practice
4	525190.00	522862.62	2327	correct	yes	4	11_most-yes-sfot_trgt5_catch.png	only
2	535035.00	530778.83	4256	incorrect	yes	4	9_filler-yes_Trgt-6_find.png	filler
4	548595.00	543578.08	5016	correct	yes	4	3_filler-yes_Trgt-3_break.png	filler
2	561298.00	555944.03	5353	incorrect	yes	4	"21_most-yes-sfot_trgt4_throw away.png"	most
4	569678.00	568093.32	1584	correct	yes	4	16_most-yes-stot_trgt5_paint.png	only
4	578126.00	574359.62	3766	correct	yes	4	23_filler-yes_Trgt-5_steal.png	filler
2	587961.00	582492.49	5468	correct	no	2	12_subj-nichtnur-no_trgt3_catch.png	only
2	598065.00	594225.14	3839	correct	no	2	5_filler-no_Trgt-6_buy.png	filler
2	607073.00	603841.25	3231	correct	no	2	10_filler-no_Trgt-3_find.png	filler
2	616332.00	612657.41	3674	correct	no	2	24_subj-nichtnur-no_trgt4_steal.png	only
2	624996.00	620940.25	4055	incorrect	yes	4	5_most-yes-sfot_trgt3_buy.png	most
2	633182.00	631073.00	2109	correct	no	2	24_filler-no_Trgt-4_steal.png	filler
4	641591.00	638255.92	3335	correct	yes	4	15_filler-yes_Trgt-6_paint.png	filler
4	648384.00	646388.77	1995	correct	yes	4	8_most-yes-stot_trgt6_collect.png	only
2	654703.00	652788.40	1914	correct	no	2	2_most-no-sfof_trgt5_eat.png	most
4	662417.00	660271.32	2145	incorrect	no	2	3_filler-no_Trgt-3_break.png	filler
2	670816.00	667404.23	3411	incorrect	yes	4	17_filler-yes_Trgt-6_take.png	filler
4	678505.00	676553.70	1951	correct	yes	4	12_most-yes-stot_trgt3_catch.png	only
2	689926.00	685753.16	4172	correct	no	2	15_filler-no_Trgt-6_paint.png	filler
4	696626.00	694352.67	2273	correct	yes	4	19_most-yes-sfot_trgt5_win.png	only
2	705124.00	702885.50	2238	correct	no	2	19_obj-nichtnur-no_trgt5_win.png	only
2	714507.00	710018.42	4488	correct	no	2	19_filler-no_Trgt-4_win.png	filler
4	722759.00	719917.86	2841	correct	yes	4	24_most-yes-stot_trgt4_steal.png	only
2	729855.00	727784.06	2070	correct	no	2	14_filler-no_Trgt-3_bring.png	filler
4	783096.00	780747.66	2348	correct	yes	4	10_most-yes-stot_trgt3_find.png	most
