BUTTON_PRESSED	BUTTON_PRESS_TIME	DISPLAY_ON_TIME	RESPONSE_TIME	RESPONSE_ACCURACY	correct	correctbutton	pic	particle
4	236453.00	230294.33	6158	correct	yes	4	practice_2.png	practice
0	-1	246560.19	-1	no_response	no	2	practice_6.png	practice
4	268813.00	265075.99	3737	correct	yes	4	practice_3.png	practice
2	279624.00	276725.43	2898	correct	no	2	practice_4.png	practice
4	292813.00	287091.58	5721	correct	yes	4	practice_1.png	practice
2	304674.00	300124.30	4549	correct	no	2	practice_5.png	practice
2	378135.00	372770.80	5364	correct	no	2	24_most-no-sfof_trgt4_steal.png	most
4	387317.00	384086.94	3230	correct	yes	4	10_filler-yes_Trgt-3_find.png	filler
2	399202.00	393969.78	5232	correct	no	2	1_most-no-sfof_trgt6_eat.png	most
2	408293.00	405535.90	2757	correct	no	2	13_filler-no_Trgt-5_bring.png	filler
0	-1	413952.15	-1	no_response	no	2	10_obj-nichtnur-no_trgt3_find.png	only
4	439807.00	434034.53	5772	correct	yes	4	16_filler-yes_Trgt-5_paint.png	filler
0	-1	448917.14	-1	no_response	no	2	15_subj-nichtnur-no_trgt6_paint.png	only
2	474135.00	467966.23	6168	correct	no	2	"21_most-no-sfof_trgt4_throw away.png"	most
4	484912.00	481182.26	3729	correct	yes	4	12_filler-yes_Trgt-6_catch.png	filler
4	498827.00	492515.04	6311	incorrect	no	2	3_subj-nichtnur-no_trgt3_break.png	only
2	512797.00	507947.63	4849	correct	no	2	16_filler-no_Trgt-5_paint.png	filler
4	523250.00	519147.11	4102	correct	yes	4	4_filler-yes_Trgt-4_break.png	filler
2	532759.00	530046.58	2712	incorrect	yes	4	16_most-yes-sfot_trgt5_paint.png	most
0	-1	541162.70	-1	no_response	yes	4	"22_filler-yes_Trgt-4_throw away.png"	filler
4	579812.00	572294.54	7517	incorrect	no	2	"21_filler-no_Trgt-4_throw away.png"	filler
2	598075.00	588710.41	9364	correct	no	2	11_subj-nichtnur-no_trgt5_catch.png	only
2	621241.00	613609.22	7631	incorrect	yes	4	15_most-yes-stot_trgt6_paint.png	only
4	634756.00	630625.06	4130	correct	yes	4	11_filler-yes_Trgt-5_catch.png	filler
4	646365.00	641741.19	4623	correct	yes	4	8_filler-yes_Trgt-6_collect.png	filler
2	655912.00	654190.60	1721	correct	no	2	7_subj-nichtnur-no_trgt6_collect.png	only
4	666068.00	663140.18	2927	correct	yes	4	20_filler-yes_Trgt-3_win.png	filler
4	678880.00	672556.38	6323	correct	yes	4	14_most-yes-sfot_trgt5_bring.png	only
4	690978.00	687955.65	3022	correct	yes	4	24_filler-yes_Trgt-4_steal.png	filler
4	703220.00	697588.50	5631	correct	yes	4	"21_most-yes-stot_trgt4_throw away.png"	most
2	759237.00	755102.42	4134	correct	no	2	11_filler-no_Trgt-5_catch.png	filler
4	768662.00	766868.52	1793	correct	yes	4	19_most-yes-stot_trgt5_win.png	only
4	779180.00	776284.74	2895	correct	yes	4	5_filler-yes_Trgt-6_buy.png	filler
2	788204.00	786384.24	1819	correct	no	2	14_obj-nichtnur-no_trgt5_bring.png	only
2	804871.00	796567.08	8303	incorrect	yes	4	4_most-yes-sfot_trgt4_break.png	most
2	815583.00	812866.31	2716	correct	no	2	17_filler-no_Trgt-6_take.png	filler
4	825475.00	823549.13	1925	correct	yes	4	2_most-yes-sfot_trgt5_eat.png	only
2	836726.00	834431.93	2294	correct	no	2	4_most-no-sfof_trgt4_break.png	most
2	846940.00	843064.84	3875	incorrect	yes	4	"21_filler-yes_Trgt-4_throw away.png"	filler
2	857361.00	854280.98	3080	correct	no	2	1_filler-no_Trgt-3_eat.png	filler
2	867001.00	863163.88	3837	incorrect	yes	4	24_most-yes-sfot_trgt4_steal.png	most
2	878689.00	874563.34	4125	correct	no	2	23_filler-no_Trgt-5_steal.png	filler
4	890252.00	886479.44	3772	correct	yes	4	3_most-yes-stot_trgt3_break.png	only
2	902035.00	898462.20	3572	correct	no	2	12_most-no-sfof_trgt3_catch.png	most
2	913163.00	907845.07	5317	correct	no	2	5_filler-no_Trgt-6_buy.png	filler
4	922091.00	918861.23	3229	correct	yes	4	6_filler-yes_Trgt-4_buy.png	filler
