BUTTON_PRESSED	BUTTON_PRESS_TIME	DISPLAY_ON_TIME	RESPONSE_TIME	RESPONSE_ACCURACY	correct	correctbutton	pic	particle
0	-1	339294.99	-1	no_response	no	2	practice_5.png	practice
2	367542.00	363010.27	4531	correct	no	2	practice_6.png	practice
4	376519.00	373792.99	2726	correct	yes	4	practice_1.png	practice
2	386242.00	381675.85	4566	correct	no	2	practice_4.png	practice
4	398103.00	393691.85	4411	correct	yes	4	practice_3.png	practice
4	409413.00	404091.24	5321	correct	yes	4	practice_2.png	practice
4	457169.00	453905.00	3263	correct	yes	4	5_most-yes-sfot_trgt3_buy.png	only
2	471052.00	464987.69	6064	correct	no	2	15_most-no-sfof_trgt6_paint.png	most
4	480701.00	476853.67	3847	correct	yes	4	2_filler-yes_Trgt-5_eat.png	filler
4	493567.00	489402.95	4164	correct	yes	4	11_filler-yes_Trgt-5_catch.png	filler
2	504023.00	501118.93	2904	correct	no	2	3_filler-no_Trgt-3_break.png	filler
4	514135.00	510185.08	3949	incorrect	no	2	4_most-no-sfof_trgt4_break.png	most
2	530643.00	524634.24	6008	correct	no	2	14_subj-nichtnur-no_trgt5_bring.png	only
2	543899.00	538233.45	5665	correct	no	2	1_filler-no_Trgt-3_eat.png	filler
4	552151.00	550282.75	1868	correct	yes	4	2_most-yes-stot_trgt5_eat.png	only
4	566926.00	562615.36	4310	incorrect	no	2	20_most-no-sfof_trgt6_win.png	most
2	579813.00	574731.32	5081	correct	no	2	10_filler-no_Trgt-3_find.png	filler
2	590326.00	586130.67	4195	correct	no	2	12_filler-no_Trgt-6_catch.png	filler
4	611437.00	606246.17	5190	correct	yes	4	17_most-yes-sfot_trgt3_take.png	only
4	622614.00	619112.08	3501	correct	yes	4	11_most-yes-sfot_trgt5_catch.png	most
4	635256.00	630211.44	5044	incorrect	no	2	8_filler-no_Trgt-6_collect.png	filler
2	651642.00	644710.60	6931	correct	no	2	19_most-no-sfof_trgt5_win.png	most
4	661879.00	657359.85	4519	correct	yes	4	"21_filler-yes_Trgt-4_throw away.png"	filler
