2	"practice_3.png"	"Miś przyniósł dwa kasztany."	"yes"	4	"practice"	"practice"	"practice"	1	(417,66)	(154,66)	(684,66)	(417,374)	(417,221)	(417,529)	(154,374)	(684,374)	(154,221)	(154,529)	(684,221)	(684,529)
2	"practice_6.png"	"Lew nie wygrał żadnych chorągiewek."	"no"	2	"practice"	"practice"	"practice"	1	(154,66)	(417,66)	(684,66)	(154,374)	(154,221)	(154,529)	(417,374)	(684,374)	(417,221)	(417,529)	(684,221)	(684,529)
2	"practice_4.png"	"Pies znalazł siedem kul."	"no"	2	"practice"	"practice"	"practice"	1	(684,66)	(154,66)	(417,66)	(684,374)	(684,221)	(684,529)	(154,374)	(417,374)	(154,221)	(154,529)	(417,221)	(417,529)
2	"practice_2.png"	"Prosiaczek wypił mało herbaty."	"yes"	4	"practice"	"practice"	"practice"	1	(417,66)	(154,66)	(684,66)	(417,374)	(417,221)	(417,529)	(154,374)	(684,374)	(154,221)	(154,529)	(684,221)	(684,529)
2	"practice_5.png"	"Osioł namalował wiele ludzików."	"no"	2	"practice"	"practice"	"practice"	1	(417,66)	(154,66)	(684,66)	(417,221)	(417,374)	(417,529)	(154,221)	(684,221)	(154,374)	(154,529)	(684,374)	(684,529)
2	"practice_1.png"	"Lew zjadł dużo kiełbasek."	"yes"	4	"practice"	"practice"	"practice"	1	(154,66)	(417,66)	(684,66)	(154,529)	(154,221)	(154,374)	(417,529)	(684,529)	(417,221)	(417,374)	(684,221)	(684,374)
2	"8_filler-yes_Trgt-6_collect.png"	"Miś zebrał dużo znaczków."	"yes"	4	"filler"	"filler"	"filler"	2	(154,66)	(417,66)	(684,66)	(154,529)	(154,221)	(154,374)	(417,529)	(684,529)	(417,221)	(417,374)	(684,221)	(684,374)
2	"17_filler-no_Trgt-6_take.png"	"Królik zabrał cztery świeczki."	"no"	2	"filler"	"filler"	"filler"	2	(154,66)	(417,66)	(684,66)	(154,529)	(154,221)	(154,374)	(417,529)	(684,529)	(417,221)	(417,374)	(684,221)	(684,374)
2	"10_most-yes-sfot_trgt3_find.png"	"Osioł znalazł nie tylko okulary."	"yes"	4	"expt"	"only"	"object"	2	(417,66)	(154,66)	(684,66)	(417,529)	(417,221)	(417,374)	(154,529)	(684,529)	(154,221)	(154,374)	(684,221)	(684,374)
2	"9_most-yes-stot_trgt6_find.png"	"Najwięcej guzików znalazł prosiaczek."	"yes"	4	"expt"	"most"	"subject"	2	(684,66)	(154,66)	(417,66)	(684,374)	(684,221)	(684,529)	(154,374)	(417,374)	(154,221)	(154,529)	(417,221)	(417,529)
