1	"practice_3.png"	"Miś przyniósł dwa kasztany."	"yes"	4	"practice"	"practice"	"practice"	1	(417,66)	(154,66)	(684,66)	(417,374)	(417,221)	(417,529)	(154,374)	(684,374)	(154,221)	(154,529)	(684,221)	(684,529)
1	"practice_4.png"	"Pies znalazł siedem kul."	"no"	2	"practice"	"practice"	"practice"	1	(684,66)	(154,66)	(417,66)	(684,374)	(684,221)	(684,529)	(154,374)	(417,374)	(154,221)	(154,529)	(417,221)	(417,529)
1	"practice_1.png"	"Lew zjadł dużo kiełbasek."	"yes"	4	"practice"	"practice"	"practice"	1	(154,66)	(417,66)	(684,66)	(154,529)	(154,221)	(154,374)	(417,529)	(684,529)	(417,221)	(417,374)	(684,221)	(684,374)
1	"practice_6.png"	"Lew nie wygrał żadnych chorągiewek."	"no"	2	"practice"	"practice"	"practice"	1	(154,66)	(417,66)	(684,66)	(154,374)	(154,221)	(154,529)	(417,374)	(684,374)	(417,221)	(417,529)	(684,221)	(684,529)
1	"practice_5.png"	"Osioł namalował wiele ludzików."	"no"	2	"practice"	"practice"	"practice"	1	(417,66)	(154,66)	(684,66)	(417,221)	(417,374)	(417,529)	(154,221)	(684,221)	(154,374)	(154,529)	(684,374)	(684,529)
1	"practice_2.png"	"Prosiaczek wypił mało herbaty."	"yes"	4	"practice"	"practice"	"practice"	1	(417,66)	(154,66)	(684,66)	(417,374)	(417,221)	(417,529)	(154,374)	(684,374)	(154,221)	(154,529)	(684,221)	(684,529)
1	"21_most-no-sfof_trgt4_throw away.png"	"Najwięcej prosiaczek wyrzucił czapek."	"no"	2	"expt"	"most"	"object"	2	(684,66)	(154,66)	(417,66)	(684,529)	(684,221)	(684,374)	(154,529)	(417,529)	(154,221)	(154,374)	(417,221)	(417,374)
1	"11_obj-nichtnur-no_trgt5_catch.png"	"Królik złapał nie tylko motyle."	"no"	2	"expt"	"only"	"object"	2	(154,66)	(417,66)	(684,66)	(154,529)	(154,221)	(154,374)	(417,529)	(684,529)	(417,221)	(417,374)	(684,221)	(684,374)
1	"12_filler-no_Trgt-6_catch.png"	"Osioł złapał cztery pająki."	"no"	2	"filler"	"filler"	"filler"	2	(684,66)	(154,66)	(417,66)	(684,374)	(684,221)	(684,529)	(154,374)	(417,374)	(154,221)	(154,529)	(417,221)	(417,529)
1	"2_filler-no_Trgt-5_eat.png"	"Miś zjadł kilka jabłek."	"no"	2	"filler"	"filler"	"filler"	2	(154,66)	(417,66)	(684,66)	(154,374)	(154,221)	(154,529)	(417,374)	(684,374)	(417,221)	(417,529)	(684,221)	(684,529)
